,ProjectID,ProjectTitle,ProjectDescription,TotalCost,CountyNames,CT_Codes,ProjectStatusCodes,City,CityCode,County,CountyCode,Lon_Centroid,Lat_Centroid
79,'LSR-0419-0717,2018 Rubber Cape Seal Project,"This project will include: Pavement Rehab/Repair (Existing) | The project will apply an asphalt rubber chip seal covered with a type II slurry seal to various roadways in the Bay Point (76 streets), Martinez (6 streets), Walnut Creek Overlook (24 streets), Parkmead (33 streets) areas and a type II slurry seal on roadways in Bay Point and Clyde areas (18 streets) and the Bella Vista and Clyde Trails. Work will also include surface preparation and pavement striping and markings.",3650000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
80,'LSR-0419-0716,Alhambra Valley Road Washout Repair Project,"This project will include: Sidewalk and/or Crosswalk Rehab/Repair (Existing),Pavement Rehab/Repair (Existing) | The project will construct a single span, pre-cast concrete bridge approximately 60 ft. by 40 ft. The project is needed because the culvert and road collapsed during the heavy rains of January 2017 and forced closure of the road.",4827000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
81,'LSR-0419-0715,Road Drainage Maintenance,This project will include: Public Works Staffing | Ditch Cleaning - This routine maintenance item is to perform drainage ditch cleaning to remove debris and vegetation whichmay obstruct the passage of stormwater and cause local flooding. Clean Catch Basin - This routine maintenance item is to perform cleaning of sediment and prevent obstructions of catch basins(drainage inlets) and related pipe systems. The county has over  thousands of catch basins throughout the unincorporatedportions of the County. | Inspect Catch Basin - This routine maintenance item is to perform inspections of catch basins and associated systems. Thisincludes a visual inspection of the drainage inlet and any clean water inserts. Follow-up video inspections may be required fordeeper inlets and/or suspected structural issue concerning the inlets.,1200000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
82,'LSR-0419-0714,Traffic Safety Devices Maintenance,"This project will include: Public Works Staffing | Traffic Signing - This routine maintenance item is to perform sign repair, replacement, and installation along theunincorporated County roadways. Traffic Striping - This routine maintenance item is to perform new painting, routine painting and replacement of pavementstriping along the unincorporated County roadways to enhance public safety. | Public roadway maintenance activities and repair of  approximately 660 miles of the roadway network in the unincorporated areas of Contra Costa Countyrelated to to ensure a safe and convenient public travel in a variety of modes: driving, walking and bicycling.",950000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
83,'LSR-0419-0713,"Maintenance - General Clean Up (Debris and Litter Pickup, Street Sweeping....)","This project will include: Public Works Staffing | Activities include street sweeping, debris and litter pickup, weed control, tree trimming and removal, rodent control, bike path maintenance,  some landscape maintenance.",3257000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
84,'LSR-0419-0712,Marsh Creek Road Bridge Replacement,This project will include: Bridge Replacement,7400000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
85,'LSR-0419-0711,Surface Treatments,"This project will include: This project will apply a double chip seal to various roads as a pavement preservation project.  Roadway preservation activities also include application of a slurry seal and single chip to various roads in the unincorporated area.  Work will also include surface preparation and pavement striping and markings. | Each year, selected roads throughout unincorporated Contra Costa County receive a surface treatment between June and October. The County Public Works Department has found that a program of preventive maintenance using surface treatments is the most cost effective way to extend the useful life of the County's road network.",2379888.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
86,'LSR-0419-0710,Pedestrian Crossing Enhancements Project - Central & East County,"This project will include: Sidewalk and/or Crosswalk Installation (New),Sidewalk and/or Crosswalk Rehab/Repair (Existing),ADA Curb Ramp Installation (New),ADA Curb Ramp Rehab/Repair (Existing) | The project will install ten rectangular rapid flash beacons (RRFB) at uncontrolled crosswalks at seven school sites in Central and East County.",900000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
87,'LSR-0419-0709,Road Shoulder Maintenance,"This project will include: Public Works Staffing | Activities include major and minor spot road shoulder repair, embankment grading, erosion control, cut bench maintenance and slive material removal. | Public roadway maintenance activities and repair of  approximately 660 miles of the roadway network in the unincorporated areas of Contra Costa Countyrelated to to ensure a safe and convenient public travel in a variety of modes: driving, walking and bicycling.",472189.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
88,'LSR-0419-0708,Pomona Street Pedestrian Safety Improvement Project -Phase II,"This project will include: ADA Curb Ramp Installation (New),Sidewalk and/or Crosswalk Rehab/Repair (Existing),ADA Curb Ramp Rehab/Repair (Existing),Sidewalk and/or Crosswalk Installation (New) | The project will improve two pedestrian crossings on Pomona Street near three schools and a community center. At Pomona Street at 3rd Avenue, a rapid repeating flashing beacon (RRFB) and other pedestrian improvements will be added. At Pomona Street and Rolph Avenue, bulb outs and ramps will be added.",700000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
89,'LSR-0419-0707,Orwood Road Culvert Replacement,"This project will include: Pavement Rehab/Repair (Existing),Storm Drain and/or Culvert Rehab/Repair (Existing) | The purpose of this project is to replace a collapsed culvert at Orwood Road and restore the road.  Repair of this culvert is needed to prevent further distress upon the roadway",400000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
90,'LSR-0418-0156,Morgan Territory Road Slide Repair Project,This project will include: The project will repair the roadway over 300 feet by constructing a stitch pile retaining wall (concrete and rebar piles) and a soldier pile wall (concrete encased steel piles with concrete lagging). The project is needed because the uphill side of the road and the road itself began to slide towards the creek after hillside ground saturation during the heavy rains of January and February 2017 and forced temporary closure of the road.,4200000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
91,'LSR-0418-0155,Road Drainage Maintenance - Replace/Repair Culverts,"This project will include: This routine maintenance item is to repair/replace culverts.   The work consists of the repair or replacement of culvert and drainage facilities that are collapsed, rusted out , nonstandard or damaged.  This includes inspecting the complete drainage system.  Replacement of the driveway culverts are the sole responsibility of the property owner.",228833.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
92,'LSR-0418-0154,Arlington Avenue Edge Drain and Pavement Reconstruction,"This project will include: Installation of approximately 650 linear feet of edge drain, and reconstruction of approximately 800 square feet of pavement in disrepair along a portion of Arlington Avenue in Kensington.",250000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
93,'LSR-0422-4795,FY 2020-21 Street Repair and Resurfacing Project,"This project will include: Pavement Rehab/Repair (Existing),Paving and/or Striping Rehab/Repair (Existing Safety),Project Scope Development,Document Preparation,Preliminary Design,Cost Estimating",822036.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
94,'LSR-0422-4793,CIP 250 - Laurel Road Resurfacing Project (Empire Avenue to O'Hara Avenue),"This project will include: Paving and/or Striping Rehab/Repair (Existing Safety),Bicycle Lane Rehab/Repair (Existing),Paving and/or Striping Installation (New Safety),Pavement Rehab/Repair (Existing)",2416960.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
95,'LSR-0421-2545,FY 2019/20 Street Resurfacing and Repair Project,"This project will include: Pavement Rehab/Repair (Existing),Paving and/or Striping Rehab/Repair (Existing Safety)",955313.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
96,'LSR-0420-1357,"Laurel Road Widening Project, City CIP # 196","This project will include: Paving and/or Striping Installation (New Safety),Sidewalk and/or Crosswalk Installation (New),Storm Drain/Culvert Installation (New),ADA Curb Ramp Installation (New),Bicycle Lane (New),Bicycle Lane Rehab/Repair (Existing) | This project will widen and improve Laurel Road by constructing curb, gutter, sidewalks, bike lanes, medians, and new roadway resurfacing",2873000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
97,'LSR-0419-0555,FY 2018-19 Street Repair and Resurfacing Project,"This project will include: Paving and/or Striping Rehab/Repair (Existing Safety),Pavement Rehab/Repair (Existing) | The project streets all have different degrees of failures due to their age and varying pavement condition.  The project will repair identified streets and place an overlay over those streets.  The overlay provides a structural benefit that will have a longer useful life.  Other streets identified in the project and are not as severely worn will get a slurry seal treatment that will extend the life of the roadways.",1825593.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
98,'LSR-0422-4825,2021 Annual Pavement Project,"This project will include: ADA Curb Ramp Rehab/Repair (Existing),Pavement Rehab/Repair (Existing)",3459126.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
99,'LSR-0422-4824,2019 Annual and Measure J & L Pavement Rehabilitation,This project will include: Pavement Rehab/Repair (Existing),12420986.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
100,'LSR-0421-2556,2020 Annual Pavement Project,This project will include: Pavement Rehab/Repair (Existing),5713859.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
101,'LSR-0420-1364,2017 Annual and Measure J & L Pavement Rehabilitation,This project will include: Pavement Rehab/Repair (Existing) | Road pavement rehabilitation.,354070.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
102,'LSR-0420-1363,Miner Road Pavement Rehabilitation & Shoulder Widening Project,This project will include: Pavement Rehab/Repair (Existing) | Rehabilitate existing pavement and include width to selective should pavement areas where feasible.,700605.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
103,'LSR-0419-0558,2017 Annual and Measure J & L Pavement Rehabilitation,This project will include: Pavement Rehab/Repair (Existing) | Road pavement rehabilitation.,354070.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
104,'04-2321M,2022 Annual Pavement Rehabilitation Project  No. 4166,"Bear Creek Rd. (Camino Pablo to city limits), Brookwood (Spring Rd. to Camino Pablo), Ivy Dr. (entire length), Tara Rd. (Southwood Dr. to Nonie Rd.), Valley View Dr. (Moraga Way to Don Gabriel Way), Moraga Way (El Camino Moraga to Ivy Dr. east intersection).",2405000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
105,'04-2321J,"Orinda 2021 Annual Pavement Rehabilitation, Various Streets","Altrinda Rd (Santa Maria to Orindawoods), Brookwood (Spring Rd to Moraga Way), Bryant Way (Moraga Way to Davis), Camino Sobrante (Camino Pablo to El Ribero), Charles Hill Rd (El Nido Ranch to Honey Hill Rd, and Souel Rd to Diablo View), Happy Valley Rd (all segment within city limits), Hidden Valley Rd (St Stephens Dr to SR 24 on-ramp), Ivy Dr (Moraga Way north intersection to south intersection), Las Piedras (Vista Del Orinda to Lomas Cantadas), Lomas Contadas (city limits to Las Piedras), Lombardy Ln (Tarry ln to Dalewood).",2730000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
